emp_no,salary
96343,43764
96344,40000
96345,62214
96346,70496
96347,56425
96348,77143
96349,43920
96350,40000
96351,68026
96352,43637
96353,40000
96354,50606
96355,58923
96356,84125
96357,40000
96358,40000
96359,48633
96360,56240
96361,59582
96362,79343
96363,40000
96364,59642
96365,63537
96366,98323
96367,40000
96368,49753
96369,41825
96370,41137
96371,56363
96372,92993
96373,40000
96374,70210
96375,40000
96376,40000
96377,83534
96378,81750
96379,80687
96380,80904
96381,41314
96382,54704
96383,40000
96384,40000
96385,62358
96386,48101
96387,40000
96388,41438
96389,54667
96390,59459
96391,40000
96392,41966
96393,74745
96394,49078
96395,50174
96396,54003
96397,63441
96398,42497
96399,106428
96400,53113
96401,40000
96402,66727
96403,48536
96404,40000
96405,65706
96406,40000
96407,117180
96408,40000
96409,62501
96410,40000
96411,40000
96412,40000
96413,49227
96414,61817
96415,40000
96416,40000
96417,40000
96418,40000
96419,50523
96420,60323
96421,86482
96422,40000
96423,49019
96424,89548
96425,41321
96426,40000
96427,49763
96428,90652
96429,57640
96430,48544
96431,40000
96432,40000
96433,45865
96434,76830
96435,90624
96436,43502
96437,46987
96438,61211
96439,61369
96440,65331
96441,66304
96442,46393
96443,40000
96444,46443
96445,47790
96446,40000
96447,40000
96448,40000
96449,40000
96450,74314
96451,40000
96452,54291
96453,40000
96454,52865
96455,47944
96456,46203
96457,79869
96458,66058
96459,44096
96460,40000
96461,49001
96462,40000
96463,40000
96464,82997
96465,40000
96466,40000
96467,40000
96468,52396
96469,51104
96470,40000
96471,70981
96472,60085
96473,40000
96474,55934
96475,45604
96476,45293
96477,40000
96478,46034
96479,48576
96480,40000
96481,40000
96482,51948
96483,49687
96484,72379
96485,56664
96486,46525
96487,66723
96488,85762
96489,40000
96490,51878
96491,45089
96492,65221
96493,47600
96494,40000
96495,58817
96496,44319
96497,40000
96498,50056
96499,72165
96500,68137
96501,44645
96502,40000
96503,40000
96504,40000
96505,78034
96506,40000
96507,57463
96508,40000
96509,58986
96510,56610
96511,40000
96512,76099
96513,50544
96514,58817
96515,41808
96516,40000
96517,40000
96518,50421
96519,40000
96520,40000
96521,71383
96522,40000
96523,41165
96524,40000
96525,63336
96526,40000
96527,42874
96528,68384
96529,65359
96530,70857
96531,43463
96532,40000
96533,66875
96534,40000
96535,41666
96536,47819
96537,40000
96538,45010
96539,40000
96540,60455
96541,40000
96542,49472
96543,40000
96544,40000
96545,90989
96546,43989
96547,90144
96548,63075
96549,42218
96550,40000
96551,40000
96552,82947
96553,40000
96554,56485
96555,48724
96556,82186
96557,40000
96558,40000
96559,68947
96560,40000
96561,40000
96562,51945
96563,45518
96564,49851
96565,67929
96566,40000
96567,56546
96568,40000
96569,81952
96570,70122
96571,47390
96572,40000
96573,52089
96574,59659
96575,67444
96576,52794
96577,54440
96578,40000
96579,50866
96580,43151
96581,48066
96582,59311
96583,53467
96584,56048
96585,74755
96586,40000
96587,40000
96588,59631
96589,58164
96590,75387
96591,44632
96592,42461
96593,70174
96594,86782
96595,40000
96596,107775
96597,40000
96598,44102
96599,40000
96600,85342
96601,46592
96602,71933
96603,54523
96604,70970
96605,53284
96606,40000
96607,40000
96608,40000
96609,40000
96610,50704
96611,48873
96612,49605
96613,40000
96614,55683
96615,40000
96616,44300
96617,86569
96618,58299
96619,44657
96620,40000
96621,54108
96622,58023
96623,42088
96624,40000
96625,68667
96626,40000
96627,44044
96628,41829
96629,51436
96630,82761
96631,40000
96632,40000
96633,40000
96634,40000
96635,40000
96636,51627
96637,56464
96638,40000
96639,40000
96640,72815
96641,44052
96642,43295
96643,45487
96644,56705
96645,40000
96646,44423
96647,70222
96648,69830
96649,48990
96650,76659
96651,40000
96652,43724
96653,40000
96654,40000
96655,40000
96656,62774
96657,56931
96658,66699
96659,54479
96660,50379
96661,62396
96662,71501
96663,40000
96664,50218
96665,40000
96666,40988
96667,40000
96668,45039
96669,58318
96670,86771
96671,40000
96672,51053
96673,44900
96674,63378
96675,40000
96676,40000
96677,40000
96678,40000
96679,46822
96680,42448
96681,41451
96682,46730
96683,40000
96684,40000
96685,55208
96686,53794
96687,56571
96688,40000
96689,40000
96690,40000
96691,40000
96692,40000
96693,42731
96694,40000
96695,96170
96696,44928
96697,68207
96698,40000
96699,40000
96700,75198
96701,40000
96702,58956
96703,44583
96704,42073
96705,40000
96706,40000
96707,81028
96708,40000
96709,46767
96710,42045
96711,76749
96712,55327
96713,49280
96714,40000
96715,83921
96716,45153
96717,64267
96718,40000
96719,58360
96720,40000
96721,46939
96722,66737
96723,42627
96724,65437
96725,70618
96726,40000
96727,40000
96728,40000
96729,43310
96730,40000
96731,42461
96732,40000
96733,40000
96734,57824
96735,48842
96736,40000
96737,61346
96738,65056
96739,43725
96740,51118
96741,42004
96742,40000
96743,53495
96744,40000
96745,40000
96746,77497
96747,40000
96748,40000
96749,92376
96750,72808
96751,52737
96752,40000
96753,71816
96754,40000
96755,54060
96756,44002
96757,40000
96758,40000
96759,40659
96760,58683
96761,55558
96762,41239
96763,40000
96764,101839
96765,95438
96766,40000
96767,68591
96768,40000
96769,84017
96770,68686
96771,54948
96772,51466
96773,51602
96774,40000
96775,69627
96776,53998
96777,42641
96778,40000
96779,51066
96780,48095
96781,40000
96782,60289
96783,40000
96784,40000
96785,42290
96786,40000
96787,59070
96788,40000
96789,40000
96790,50300
96791,52202
96792,76501
96793,41753
96794,50877
96795,41583
96796,61259
96797,40000
96798,40000
96799,53426
96800,58934
96801,40000
96802,62606
96803,48439
96804,40000
96805,43876
96806,63431
96807,57681
96808,40000
96809,48914
96810,42820
96811,40000
96812,49068
96813,40000
96814,54001
96815,40000
96816,40000
96817,68163
96818,40000
96819,71896
96820,59427
96821,50659
96822,52429
96823,67404
96824,54309
96825,50993
96826,75099
96827,40000
96828,41554
96829,40000
96830,52419
96831,78077
96832,51376
96833,40000
96834,40000
96835,67750
96836,45840
96837,40000
96838,77214
96839,42971
96840,43802
96841,59839
96842,40000
96843,60470
96844,40000
96845,78620
96846,63541
96847,49367
96848,40000
96849,54311
96850,40000
96851,41183
96852,57442
96853,40000
96854,40000
96855,83204
96856,72626
96857,40000
96858,41663
96859,59494
96860,71845
96861,82146
96862,40000
96863,50447
96864,71683
96865,53282
96866,44454
96867,60687
96868,40000
96869,40000
96870,40152
96871,40000
96872,40000
96873,71833
96874,57688
96875,40000
96876,40000
96877,63353
96878,40000
96879,58851
96880,72615
96881,71735
96882,40000
96883,52222
96884,40000
96885,40000
96886,64020
96887,64325
96888,40066
96889,40000
96890,40000
96891,40000
96892,60172
96893,50642
96894,56590
96895,60944
96896,72308
96897,40000
96898,40000
96899,50962
96900,40000
96901,47273
96902,49927
96903,64048
96904,51407
96905,47434
96906,42361
96907,69766
96908,53788
96909,63339
96910,73450
96911,89959
96912,56160
96913,68990
96914,64461
96915,40000
96916,40349
96917,40000
96918,40000
96919,40000
96920,40000
96921,40000
96922,70002
96923,49217
96924,41835
96925,78577
96926,70184
96927,51739
96928,63957
96929,40000
96930,84391
96931,40000
96932,93118
96933,44546
96934,44964
96935,69140
96936,87548
96937,65771
96938,50746
96939,40000
96940,40000
96941,40000
96942,43643
96943,76728
96944,55586
96945,40000
96946,59070
96947,61652
96948,40000
96949,40000
96950,56247
96951,40000
96952,62910
96953,77786
96954,40000
96955,41449
96956,59151
96957,110649
96958,52620
96959,41549
96960,40000
96961,40000
96962,40000
96963,76814
96964,40000
96965,62399
96966,58548
96967,40000
96968,57646
96969,69849
96970,48500
96971,42931
96972,44474
96973,75572
96974,80907
96975,42773
96976,40000
96977,40000
96978,40000
96979,50328
96980,41933
96981,40000
96982,53084
96983,49426
96984,70148
96985,40000
96986,70500
96987,62686
96988,50676
96989,58408
96990,40000
96991,43575
96992,53142
96993,50312
96994,40000
96995,63050
96996,61983
96997,40000
96998,58966
96999,40000
97000,42432
97001,40000
97002,40314
97003,40016
97004,59295
97005,62244
97006,40000
97007,65312
97008,55400
97009,40000
97010,40000
97011,40000
97012,64679
97013,64302
97014,40000
97015,40000
97016,40000
97017,47498
97018,44400
97019,40000
97020,53883
97021,70500
97022,40000
97023,58714
97024,40000
97025,53635
97026,57215
97027,89639
97028,77562
97029,40000
97030,42782
97031,84820
97032,53474
97033,45050
97034,55832
97035,41632
97036,59890
97037,70834
97038,56332
97039,69630
97040,43953
97041,54445
97042,51652
97043,40000
97044,44881
97045,40000
97046,48472
97047,40000
97048,40000
97049,40000
97050,40000
97051,87550
97052,59737
97053,48043
97054,40000
97055,40000
97056,42695
97057,66602
97058,53199
97059,46415
97060,41590
97061,45992
97062,40000
97063,40000
97064,40000
97065,78113
97066,40000
97067,42386
97068,75315
97069,64584
97070,83890
97071,40000
97072,53608
97073,44720
97074,77422
97075,46171
97076,80593
97077,40000
97078,84911
97079,40000
97080,47106
97081,54550
97082,40000
97083,73213
97084,56934
97085,40000
97086,40000
97087,40000
97088,63738
97089,59183
97090,72792
97091,64700
97092,63199
97093,52271
97094,40000
97095,64087
97096,40000
97097,40000
97098,42781
97099,53077
97100,40000
97101,40000
97102,78181
97103,64687
97104,60436
97105,40000
97106,58250
97107,60162
97108,56759
97109,44717
97110,66002
97111,43297
97112,40000
97113,47676
97114,59226
97115,43169
97116,42282
97117,59942
97118,82749
97119,40000
97120,45191
97121,86579
97122,76586
97123,46861
97124,50514
97125,40000
97126,64243
97127,49350
97128,40000
97129,40000
97130,60237
97131,68881
97132,40000
97133,40000
97134,67648
97135,54137
97136,42860
97137,74325
97138,40000
97139,58138
97140,78559
97141,50302
97142,42807
97143,40000
97144,40000
97145,41841
97146,55730
97147,65475
97148,40000
97149,42834
97150,100613
97151,40000
97152,63767
97153,44029
97154,54543
97155,69117
97156,86137
97157,40000
97158,40000
97159,53237
97160,65654
97161,40000
97162,40000
97163,40000
97164,63386
97165,65560
97166,45542
97167,47686
97168,40000
97169,48699
97170,55219
97171,69029
97172,73440
97173,40000
97174,79826
97175,40000
97176,40000
97177,56834
97178,40000
97179,40000
97180,40319
97181,40000
97182,86481
97183,40000
97184,40231
97185,83536
97186,40000
97187,40000
97188,51784
97189,40000
97190,42053
97191,65699
97192,40000
97193,54142
97194,56146
97195,52872
97196,58376
97197,40000
97198,40000
97199,40000
97200,59842
97201,44949
97202,40000
97203,40577
97204,44139
97205,52186
97206,90677
97207,56176
97208,58419
97209,69230
97210,40000
97211,40000
97212,40000
97213,40000
97214,40000
97215,48555
97216,92001
97217,44698
97218,57144
97219,40000
97220,40000
97221,85241
97222,40000
97223,40000
97224,57091
97225,40000
97226,42786
97227,47104
97228,44409
97229,40000
97230,40000
97231,40000
97232,40000
97233,67816
97234,42549
97235,40000
97236,76403
97237,49331
97238,50976
97239,40055
97240,73756
97241,40000
97242,49523
97243,55746
97244,69893
97245,49441
97246,40000
97247,79793
97248,40376
97249,40000
97250,54183
97251,61544
97252,40000
97253,77818
97254,40000
97255,79175
97256,48784
97257,70283
97258,40000
97259,44616
97260,46808
97261,78773
97262,63332
97263,57680
97264,59002
97265,45681
97266,48591
97267,40000
97268,40000
97269,40000
97270,44158
97271,40000
97272,40000
97273,50463
97274,74115
97275,40000
97276,59857
97277,40000
97278,40000
97279,57147
97280,58522
97281,66696
97282,58802
97283,66754
97284,40000
97285,40000
97286,57291
97287,40000
97288,67646
97289,55829
97290,40000
97291,87016
97292,57360
97293,46308
97294,40000
97295,45405
97296,40000
97297,99711
97298,41925
97299,85174
97300,67734
97301,40000
97302,40000
97303,61026
97304,61761
97305,77969
97306,45461
97307,83935
97308,40000
97309,45075
97310,40674
97311,40000
97312,41433
97313,57796
97314,40000
97315,40000
97316,67085
97317,71698
97318,59273
97319,61207
97320,64119
97321,90710
97322,40000
97323,46594
97324,40000
97325,40000
97326,40000
97327,64009
97328,55505
97329,40664
97330,40000
97331,40000
97332,80518
97333,41026
97334,67285
97335,54629
97336,57526
97337,40000
97338,40000
97339,40000
97340,82500
97341,60251
97342,65508
97343,40000
97344,51141
97345,45900
97346,40000
97347,61378
97348,98428
97349,61471
97350,49759
97351,48113
97352,40000
97353,78991
97354,40000
97355,62730
97356,58011
97357,73797
97358,41108
97359,50057
97360,56553
97361,74166
97362,40000
97363,67885
97364,40000
97365,56389
97366,42357
97367,40000
97368,59445
97369,56287
97370,40912
97371,55245
97372,57167
97373,40000
97374,54926
97375,64676
97376,40501
97377,40000
97378,70283
97379,53004
97380,85029
97381,40000
97382,59439
97383,76388
97384,40000
97385,49844
97386,59877
97387,48840
97388,46705
97389,71442
97390,40000
97391,40000
97392,40000
97393,42709
97394,44382
97395,40000
97396,40000
97397,52018
97398,40000
97399,40000
97400,47737
97401,44450
97402,85646
97403,73832
97404,64759
97405,69455
97406,59137
97407,40000
97408,82866
97409,67191
97410,40000
97411,52069
97412,40000
97413,67896
97414,40000
97415,42330
97416,40000
97417,70430
97418,48323
97419,54461
97420,52980
97421,40000
97422,53749
97423,45805
97424,58129
97425,45273
97426,40000
97427,40000
97428,68337
97429,86475
97430,62010
97431,40000
97432,47545
97433,59161
97434,47796
97435,40000
97436,50492
97437,45669
97438,40000
97439,50665
97440,55520
97441,40000
97442,40000
97443,40677
97444,40000
97445,44747
97446,48118
97447,41991
97448,40000
97449,74519
97450,47413
97451,46207
97452,40000
97453,59200
97454,91552
97455,46642
97456,54667
97457,62255
97458,53854
97459,82722
97460,40000
97461,62081
97462,40000
97463,63814
97464,40000
97465,72897
97466,91912
97467,69762
97468,85738
97469,42662
97470,40000
97471,47557
